iter	MultiClass
196	0.4823873475
197	0.4813467907
198	0.4804130331
199	0.479831531
200	0.4787443368
201	0.4777214177
202	0.4767075143
203	0.475507502
204	0.4745190823
205	0.47339508
206	0.4725780967
207	0.470367337
208	0.4694857007
209	0.4682666997
210	0.4670250172
211	0.4663358022
212	0.4657576616
213	0.4651470273
214	0.4640258382
215	0.4631453096
216	0.462445398
217	0.4615589925
218	0.4603270232
219	0.4592792182
220	0.4585216036
221	0.4570156837
222	0.4563670446
223	0.4549754995
224	0.4537442099
225	0.4526015533
226	0.4516542673
227	0.4505219866
228	0.4498845063
229	0.449012929
230	0.4481079581
231	0.4469362376
232	0.4457784595
233	0.4450038347
234	0.4438084997
235	0.442831367
236	0.4418682233
237	0.4409259264
238	0.4396108991
239	0.4386740783
240	0.4378556128
241	0.4367619751
242	0.4361014205
243	0.4357073045
244	0.434916799
245	0.4344275656
246	0.4336400702
247	0.4322936044
248	0.4312932529
249	0.4305569948
250	0.4292863572
251	0.4282958806
252	0.4271261036
253	0.4254155416
254	0.4245907598
255	0.4235297186
256	0.4221271272
257	0.4212183444
258	0.4206684724
259	0.4199771413
260	0.4187460604
261	0.4180919413
262	0.4168438125
263	0.4157766938
264	0.4146903075
265	0.4138146103
266	0.4131944219
267	0.4125681909
268	0.4112062299
269	0.4105715515
270	0.4097700975
271	0.4090390344
272	0.407953772
273	0.4073245863
274	0.406143035
275	0.4055423266
276	0.4048261067
277	0.4040314163
278	0.4034267974
279	0.4023801255
280	0.401586182
281	0.4005767788
282	0.3996471329
283	0.3989756874
284	0.3980951956
285	0.3971346739
286	0.3962855721
287	0.3953459615
288	0.3943744681
289	0.3936573036
290	0.3929879462
291	0.3920322864
292	0.3914728414
293	0.3909633601
294	0.3899910427
295	0.3893375921
296	0.3879997221
297	0.3871835701
298	0.3863466869
299	0.3856994155
300	0.3846540629
301	0.3840320048
302	0.3832155023
303	0.382770836
304	0.3815592109
305	0.380603609
306	0.379713155
307	0.3789583592
308	0.3783208136
309	0.3773188918
310	0.3765131498
311	0.375741035
312	0.3748736816
313	0.3738238073
314	0.3730732758
315	0.3721255328
316	0.3712446954
317	0.3702997544
318	0.3695601651
319	0.3686059878
320	0.3677988911
321	0.3669746783
322	0.3656966235
323	0.3649054542
324	0.3644061133
325	0.3636848936
326	0.3633000882
327	0.3625312053
328	0.3619386664
329	0.3615107384
330	0.3610095082
331	0.3605687008
332	0.3597285359
333	0.3592344666
334	0.3583356564
335	0.3579115397
336	0.3573730992
337	0.3566996392
338	0.3557147513
339	0.3552051281
340	0.3547171119
341	0.3539760736
342	0.3533020984
343	0.3528726721
344	0.352064683
345	0.3513612415
346	0.3503170026
347	0.3499763254
348	0.3495831905
349	0.3492215162
350	0.3483358428
351	0.3480471518
352	0.3476982252
353	0.3471433712
354	0.3464000013
355	0.3455022558
356	0.3448254604
357	0.3443702705
358	0.3438395119
359	0.3433750356
360	0.3426534704
361	0.3419572231
362	0.3412915212
363	0.3407804155
364	0.3403474549
365	0.3397697869
366	0.3389558649
367	0.3384762557
368	0.3375562838
369	0.3366697042
370	0.3362347843
371	0.3357279356
372	0.3348969806
373	0.3342791582
374	0.3334365392
375	0.3325127515
376	0.3318374433
377	0.3308984282
378	0.3302722755
379	0.3296766001
380	0.3290729916
381	0.3283239627
382	0.3276395568
383	0.327075564
384	0.3264162421
385	0.3259095309
386	0.3253730861
387	0.3245699389
388	0.3240802932
389	0.3233937726
390	0.3227182823
391	0.3220734802
392	0.3216046744
393	0.3210239982
394	0.3203518515
395	0.319748346
396	0.3191991254
397	0.3187157163
398	0.3181166906
399	0.3177019791
400	0.3167420469
401	0.3162218751
402	0.315766721
403	0.3153628388
404	0.3147885192
405	0.3142963846
406	0.3137745194
407	0.3130905596
408	0.3124709281
409	0.3117531098
410	0.3109149915
411	0.3106895594
412	0.3102052485
413	0.3098116998
414	0.3091717365
415	0.3084951622
416	0.307817058
417	0.3073462636
418	0.3067729394
419	0.3064749654
420	0.3059110933
421	0.305517432
422	0.3050155006
423	0.3044423604
424	0.3040377303
425	0.3035730932
426	0.3030125326
427	0.3022938172
428	0.3017196107
429	0.301113147
430	0.3006092454
431	0.3001739544
432	0.2995816108
433	0.2990671446
434	0.2986486045
435	0.2980967233
436	0.297646199
437	0.2970010504
438	0.29633438
439	0.2958210327
440	0.2953647508
441	0.2949854708
442	0.2944266621
443	0.294064841
444	0.2936210381
445	0.2930175134
446	0.2924287843
447	0.2919435933
448	0.2913805281
449	0.2904967009
450	0.2898815686
451	0.289308669
452	0.2885312807
453	0.2879658997
454	0.2877051134
455	0.2873731106
456	0.2870802239
457	0.2864687897
458	0.2855625574
459	0.2851046349
460	0.2845759384
461	0.2841657786
462	0.2837160045
463	0.2835078314
464	0.2831638191
465	0.2825217922
466	0.2819331579
467	0.2814367161
468	0.2808718226
469	0.2803916545
470	0.2797225575
471	0.279263142
472	0.2787866659
473	0.2782910405
474	0.277992744
475	0.277693067
476	0.2774144366
477	0.2769575679
478	0.2765712263
479	0.2759977737
480	0.2755647399
481	0.2751918425
482	0.2747711271
483	0.2743068344
484	0.2737596041
485	0.2731962953
486	0.2726242712
487	0.271979291
488	0.2716678638
489	0.2711413129
490	0.2706441375
491	0.2702653083
492	0.2700054738
493	0.2693265142
494	0.2688598374
495	0.2683416526
496	0.2676875405
497	0.2672018609
498	0.2668885387
499	0.2663412189
500	0.2660840852
501	0.26567264
502	0.264933807
503	0.2644708418
504	0.2637889741
505	0.2634869585
506	0.2629317836
507	0.2623752556
508	0.2619986291
509	0.2615877826
510	0.2611547813
511	0.2608330662
512	0.2603037008
513	0.2600228521
514	0.2597674994
515	0.2585720586
516	0.2581079005
517	0.2578498031
518	0.2575181017
519	0.2570103032
520	0.2566988927
521	0.2563424597
522	0.2557168631
523	0.2550867565
524	0.2544527214
525	0.2539899175
526	0.2536188817
527	0.2531618976
528	0.252552785
529	0.2521324588
530	0.2515638681
531	0.25114835
532	0.2507586945
533	0.2503631101
534	0.2500054206
535	0.2494085742
536	0.2489775818
537	0.2486614445
538	0.2482850713
539	0.2478040379
540	0.2475629968
541	0.2471872914
542	0.2468975442
543	0.2466345447
544	0.2461292585
545	0.2458312388
546	0.2454516065
547	0.2450807839
548	0.2446486332
549	0.2443250059
550	0.2441047909
551	0.2435117485
552	0.2431293549
553	0.2426218121
554	0.2422003931
555	0.2418315075
556	0.2414392714
557	0.2411637551
558	0.2408302813
559	0.2404357283
560	0.2400613077
561	0.239570949
562	0.2391490191
563	0.2386524752
564	0.238446858
565	0.2381170915
566	0.237624598
567	0.2371995578
568	0.2370351142
569	0.23681283
570	0.236127148
571	0.235656317
572	0.2351752316
573	0.2349065184
574	0.2345065037
575	0.2342322793
576	0.2337400676
577	0.2332895628
578	0.2329506225
579	0.2324948293
580	0.2321914363
581	0.2319016421
582	0.2314162757
583	0.2307208588
584	0.2304925191
585	0.2301890251
586	0.2298265761
587	0.2294319741
588	0.228944714
589	0.2285270455
590	0.2282423668
591	0.227911124
592	0.2275228545
593	0.2271694499
594	0.2266230976
595	0.2262902299
596	0.2259085255
597	0.2257146145
598	0.2253430009
599	0.2248972991
600	0.2245949393
601	0.2241573063
602	0.2237505485
603	0.2234076178
604	0.2231108114
605	0.2228371815
606	0.2225567958
607	0.2221547221
608	0.2217564521
609	0.2212911663
610	0.2208680003
611	0.220605219
612	0.2202235075
613	0.2199912978
614	0.219658473
615	0.2192944845
616	0.2187929468
617	0.2184228212
618	0.2179473258
619	0.2175720904
620	0.2173121748
621	0.2170677082
622	0.2166212443
623	0.2162357614
624	0.2158643375
625	0.2154761416
626	0.2152080867
627	0.2148417706
628	0.2144852233
629	0.2143508952
630	0.2139657429
631	0.2134246923
632	0.213119963
633	0.2127079338
634	0.2125460132
635	0.2123229671
636	0.2119072623
637	0.2116668574
638	0.2112218643
639	0.2108039663
640	0.2103060001
641	0.2099557349
642	0.2097755795
643	0.2094388616
644	0.2091035285
645	0.2087631418
646	0.2085558077
647	0.2082072625
648	0.2078748502
649	0.2074010549
650	0.2071707466
651	0.2068547791
652	0.2060921658
653	0.2058382971
654	0.2054602231
655	0.2052708682
656	0.2049197764
657	0.2046423127
658	0.2044596611
659	0.2041817287
660	0.2039437486
661	0.2037276124
662	0.203466136
663	0.2032244919
664	0.2029754785
665	0.2026009546
666	0.2023441417
667	0.2019737024
668	0.2017135332
669	0.2014661961
670	0.20128688
671	0.2009971814
672	0.2006872896
673	0.2002136202
674	0.1998686945
675	0.1995760218
676	0.1991025201
677	0.1988564187
678	0.1985079163
679	0.1979880948
680	0.1977831831
681	0.1975129495
682	0.1972987831
683	0.1970786075
684	0.196689465
685	0.1965050171
686	0.1962705602
687	0.1960266377
688	0.1956421764
689	0.1953283145
690	0.1950189254
691	0.194637957
692	0.194320189
693	0.1941204866
694	0.193801735
695	0.1935039349
696	0.1933148175
697	0.1929626563
698	0.1926587238
699	0.1923623439
700	0.1921163633
701	0.1917788706
702	0.1914654655
703	0.1912727651
704	0.191046918
705	0.1908022259
706	0.1904443298
707	0.1900076418
708	0.189663345
709	0.1892289053
710	0.1888942989
711	0.1886463678
712	0.188351323
713	0.1881468648
714	0.18760735
715	0.1873604384
716	0.1871035381
717	0.1867972305
718	0.1865897741
719	0.1863422907
720	0.1861713378
721	0.1858617784
722	0.1852619805
723	0.1850492722
724	0.1847952694
725	0.1845531695
726	0.1843516976
727	0.1839207443
728	0.1836335071
729	0.1834038949
730	0.183174635
731	0.1829905922
732	0.1828022544
733	0.1825552032
734	0.1823181842
735	0.1819712039
736	0.1817005349
737	0.1813214145
738	0.1809900501
739	0.1805575855
740	0.1803696537
741	0.1801032321
742	0.1799316647
743	0.1795670717
744	0.179314096
745	0.1790721941
746	0.1788041787
747	0.1785063863
748	0.1782502823
749	0.1778911342
750	0.1776193423
751	0.1774025265
752	0.1771669113
753	0.1769466024
754	0.1765800283
755	0.1762833725
756	0.1761168254
757	0.1758314794
758	0.1755429748
759	0.1752621024
760	0.1750822291
761	0.1747507462
762	0.1744443913
763	0.1743698062
764	0.174166016
765	0.1739905763
766	0.1737596646
767	0.1735525607
768	0.1732405188
769	0.1726314371
770	0.1723903797
771	0.1721719327
772	0.172045301
773	0.1717894439
774	0.171466302
775	0.1712624044
776	0.1708750002
777	0.1705195023
778	0.1703634501
779	0.17005675
780	0.1698569162
781	0.1696445537
782	0.1694391736
783	0.1690786618
784	0.1688717478
785	0.1686254449
786	0.1681539125
787	0.167874563
788	0.167723053
789	0.1673083893
790	0.1669767855
791	0.1667275733
792	0.1665434587
793	0.1662899581
794	0.1659966974
795	0.1658450474
796	0.1655693863
797	0.1652805756
798	0.1650634971
799	0.1647436687
800	0.1644783279
801	0.1642658666
802	0.1640088531
803	0.1637299457
804	0.1635120817
805	0.1634041462
806	0.163217069
807	0.1630307513
808	0.1627615455
809	0.1624515059
810	0.1622136153
811	0.1620388745
812	0.1618588042
813	0.1616167673
814	0.1613647671
815	0.1610677343
816	0.1609032413
817	0.1607442262
818	0.1604454135
819	0.160214068
820	0.1599480975
821	0.1596986443
822	0.1594346861
823	0.1591878573
824	0.1588707684
825	0.1586809575
826	0.158528747
827	0.1582267284
828	0.1580994408
829	0.1578437052
830	0.1575598679
831	0.1573006622
832	0.1571299821
833	0.156859216
834	0.156735685
835	0.1564663323
836	0.1562101446
837	0.1560768801
838	0.1558934686
839	0.1556995583
840	0.1554328155
841	0.1553023109
842	0.1551263478
843	0.1549010107
844	0.1545104182
845	0.1542801724
846	0.1540571424
847	0.1538718396
848	0.1535779472
849	0.1532342189
850	0.1528863596
851	0.1526713521
852	0.1523891953
853	0.1522247571
854	0.1521000412
855	0.1519258085
856	0.1518320438
857	0.1515915434
858	0.1513243
859	0.1510600513
860	0.1508450348
861	0.1506741309
862	0.1505632483
863	0.1503215221
864	0.1502241644
865	0.1500109715
866	0.1498208655
867	0.1496929277
868	0.1495174719
869	0.149277092
870	0.1489187153
871	0.1487042656
872	0.1484769886
873	0.1481597468
874	0.1478706089
875	0.1477825429
876	0.1476940442
877	0.1475505782
878	0.1473471775
879	0.1472047406
880	0.1469580892
881	0.146747178
882	0.1465599743
883	0.1464809514
884	0.1462741194
885	0.1461465197
886	0.1460641736
887	0.1459259029
888	0.1455793725
889	0.1453595792
890	0.1449875552
891	0.1448454519
892	0.144783122
893	0.1445897227
894	0.1445265313
895	0.1442754051
896	0.144056997
897	0.1438101982
898	0.1436280112
899	0.1433741624
900	0.1431422337
901	0.1429424732
902	0.1428437542
903	0.1427267879
904	0.1426099432
905	0.142462025
906	0.1423494339
907	0.1422113978
908	0.1420450567
909	0.1418621719
910	0.1418001919
911	0.1415212221
912	0.1414013817
913	0.1412845134
914	0.1411248647
915	0.1409847862
916	0.1407419754
917	0.1405966138
918	0.1404007332
919	0.1402790076
920	0.1400742411
921	0.1398989155
922	0.1397315302
923	0.1396542968
924	0.1394186326
925	0.1393102545
926	0.1391648102
927	0.1388918818
928	0.1387801122
929	0.1385580457
930	0.1382784451
931	0.1381170387
932	0.1379075557
933	0.1377021612
934	0.137535576
935	0.1373620361
936	0.1371989249
937	0.1369084998
938	0.1367582139
939	0.1365740226
940	0.1364060406
941	0.1360669796
942	0.1359029356
943	0.1357735984
944	0.1356164958
945	0.1354099329
946	0.1351576413
947	0.1350237007
948	0.1349486078
949	0.134810299
950	0.1346415729
951	0.1344252325
952	0.134196926
953	0.1341056182
954	0.1339263227
955	0.1338404125
956	0.1336563608
957	0.1335174502
958	0.1333493972
959	0.133210252
960	0.1330830816
961	0.1329381302
962	0.1327896117
963	0.1325305298
964	0.1322894071
965	0.1319821419
966	0.1318229773
967	0.1316340503
968	0.1314042017
969	0.1311021477
970	0.1309494312
971	0.130790287
972	0.1305940028
973	0.1305035823
974	0.130350489
975	0.1302590285
976	0.1301063065
977	0.1299618666
978	0.129777341
979	0.1296545897
980	0.1295647001
981	0.1294600702
982	0.129204917
983	0.1288735639
984	0.1286192821
985	0.1284020978
986	0.128264201
987	0.1281254856
988	0.1280096959
989	0.1278192156
990	0.1277065816
991	0.1275241688
992	0.1273181462
993	0.1270636616
994	0.1268571286
995	0.1266292829
996	0.1264558979
997	0.1262199113
998	0.1260581453
999	0.1259006492
